rowid,hostname,st_teff,st_rad,st_mass,st_met,st_spectype,st_age,st_rotp
5614,TOI-4406,6219.0,1.29,1.19,0.1,,2.9,
5615,TOI-4438,3422.0,0.372,0.368,-0.19,M3.5 V,5.1,68.0
5616,TOI-444,5225.0,0.779,0.96,0.08,K1/2 V,0.57,13.0
5617,TOI-4443,5834.0,1.01733,1.049133,,,,
5618,TOI-4463 A,5640.0,1.062,1.056,0.25,,4.1,
5619,TOI-4465,5545.0,1.014,0.93,-0.06,G V,,
5620,TOI-4479,3400.0,0.451,0.452,0.0,M3.0,,
5621,TOI-4487 A,6206.0,1.634,1.378,0.216,,2.45,
5622,TOI-4495,6210.0,1.309,1.247,0.18,,1.9,10.2
5623,TOI-4495,6210.0,1.309,1.247,0.18,,1.9,10.2
5624,TOI-4504,5315.0,0.92,0.89,0.16,K1 V,10.0,
5625,TOI-4504,5315.0,0.92,0.89,0.16,K1 V,10.0,
5626,TOI-4504,5315.0,0.92,0.89,0.16,K1 V,10.0,
5627,TOI-4507,6260.0,1.04,1.11,-0.06,F,0.7,
5628,TOI-451,5490.0,0.85,0.93,0.02,G8 V,0.125,5.1
5629,TOI-451,5490.0,0.85,0.93,0.02,G8 V,0.125,5.1
5630,TOI-451,5490.0,0.85,0.93,0.02,G8 V,0.125,5.1
5631,TOI-4515,5433.0,0.86,0.949,0.05,G8/G9,1.2,15.5
5632,TOI-4527,3702.0,0.485948,0.483901,,M2V:,,
5633,TOI-4529,3697.0,0.48,0.482,-0.24,M1.5 V,,20.7
5634,TOI-4551,4896.0,3.55,1.31,0.23,,4.92,
